-2.463180273771286011e-01,2.337905615568161011e-01,-3.374566882848739624e-02,-1.040903925895690918e-01,-9.442418068647384644e-02,-9.704101830720901489e-04,-3.738174960017204285e-02,9.582071751356124878e-02,2.689834833145141602e-01,2.738842368125915527e-01,9.737660735845565796e-02,-8.006863296031951904e-02,-4.074124246835708618e-02,-2.201133072376251221e-01,1.759639978408813477e-01,-1.511296927928924561e-01,-3.708887100219726562e-01,1.811509877443313599e-01,1.043211817741394043e-01,-4.986031726002693176e-02,-9.827927500009536743e-02,-1.215571761131286621e-01,1.273080110549926758e-01,7.222858071327209473e-02,6.911088526248931885e-02,-6.220030784606933594e-02,-1.755622029304504395e-01,-2.152684703469276428e-02,1.311003118753433228e-01,5.985550209879875183e-02,-3.834033310413360596e-01,3.856523633003234863e-01,3.009500026702880859e+00,1.228000000000000000e+03
-3.195476531982421875e-01,7.786025851964950562e-02,-1.109073311090469360e-01,-1.872807741165161133e-01,-2.752292528748512268e-02,-1.887618214823305607e-03,-1.406830698251724243e-01,2.311853133141994476e-02,2.383552044630050659e-01,2.330415099859237671e-01,4.355221241712570190e-02,5.142603814601898193e-02,-1.687754690647125244e-02,-6.869463622570037842e-02,2.364397346973419189e-01,-1.081320717930793762e-01,-3.662512004375457764e-01,5.032318457961082458e-02,2.865413129329681396e-01,5.088873952627182007e-02,-1.147162765264511108e-01,-1.882044821977615356e-01,5.944343749433755875e-03,1.837357282638549805e-01,2.220687270164489746e-01,4.628198221325874329e-02,-1.629419922828674316e-01,1.736514270305633545e-01,1.630435138940811157e-01,-1.410770881921052933e-02,-2.348268330097198486e-01,3.758617937564849854e-01,2.364900112152099609e+00,3.300000000000000000e+02
-3.273912370204925537e-01,4.349986091256141663e-02,-1.211412027478218079e-01,-1.991337835788726807e-01,3.221723600290715694e-04,-1.677785883657634258e-03,-1.604279875755310059e-01,1.141287037171423435e-03,2.224243134260177612e-01,2.139192074537277222e-01,2.840098366141319275e-02,8.199276030063629150e-02,-1.274808682501316071e-02,-3.382355347275733948e-02,2.356960773468017578e-01,-9.394775331020355225e-02,-3.479651808738708496e-01,1.644452288746833801e-02,3.127217292785644531e-01,7.128847390413284302e-02,-1.079444959759712219e-01,-2.046372741460800171e-01,-3.052617423236370087e-02,2.023999691009521484e-01,2.458738982677459717e-01,6.382884085178375244e-02,-1.429398804903030396e-01,2.136897146701812744e-01,1.674258559942245483e-01,-3.089517913758754730e-02,-1.851662099361419678e-01,3.589628338813781738e-01,2.217200040817260742e+00,1.215000000000000000e+03
-3.235986232757568359e-01,6.358368694782257080e-02,-1.175101250410079956e-01,-1.908366531133651733e-01,-1.661667786538600922e-02,-1.715454156510531902e-03,-1.507667303085327148e-01,1.523351948708295822e-02,2.322564721107482910e-01,2.297863364219665527e-01,3.672527894377708435e-02,6.939993798732757568e-02,-1.469126157462596893e-02,-5.551441758871078491e-02,2.407861649990081787e-01,-1.022988408803939819e-01,-3.544672727584838867e-01,3.206278756260871887e-02,2.996172308921813965e-01,6.102608516812324524e-02,-1.097314357757568359e-01,-1.922208070755004883e-01,-4.816510248929262161e-03,1.936290562152862549e-01,2.296954989433288574e-01,5.708561092615127563e-02,-1.557869315147399902e-01,1.875386983156204224e-01,1.680329889059066772e-01,-2.395328506827354431e-02,-2.140266895294189453e-01,3.692844212055206299e-01,2.353600025177001953e+00,4.380000000000000000e+02
-2.656831741333007812e-01,-1.392848193645477295e-01,-1.588046550750732422e-01,-2.082095295190811157e-01,7.856322079896926880e-02,-1.529028988443315029e-03,-2.091783285140991211e-01,-7.692238688468933105e-02,1.032850965857505798e-01,8.171541988849639893e-02,-4.183717817068099976e-02,2.005761563777923584e-01,1.839101314544677734e-02,1.495089232921600342e-01,2.048967331647872925e-01,-6.939911283552646637e-03,-1.952047944068908691e-01,-1.342092007398605347e-01,3.827895820140838623e-01,1.559379547834396362e-01,-7.610542327165603638e-02,-1.900022476911544800e-01,-1.508598476648330688e-01,2.441708892583847046e-01,3.088184893131256104e-01,1.556956470012664795e-01,-6.945384293794631958e-02,3.381180763244628906e-01,1.378534287214279175e-01,-1.014931201934814453e-01,5.452191829681396484e-02,1.981898844242095947e-01,1.597399950027465820e+00,1.314000000000000000e+03
-2.976461052894592285e-01,-7.440812140703201294e-02,-1.489380151033401489e-01,-2.159188538789749146e-01,4.226929321885108948e-02,-1.379186403937637806e-03,-1.970368921756744385e-01,-4.555985331535339355e-02,1.603323072195053101e-01,1.374376714229583740e-01,-1.420211326330900192e-02,1.573364287614822388e-01,6.169515661895275116e-03,8.248048275709152222e-02,2.238329201936721802e-01,-4.704506695270538330e-02,-2.730430364608764648e-01,-7.569158822298049927e-02,3.717733919620513916e-01,1.254709661006927490e-01,-9.628190845251083374e-02,-2.019430547952651978e-01,-1.070885583758354187e-01,2.345576286315917969e-01,2.982860207557678223e-01,1.196816265583038330e-01,-1.070184856653213501e-01,3.057926595211029053e-01,1.543425917625427246e-01,-7.502838969230651855e-02,-4.555881395936012268e-02,2.740583121776580811e-01,2.034300088882446289e+00,1.420000000000000000e+02
-3.203319013118743896e-01,-1.123395469039678574e-02,-1.391037106513977051e-01,-2.111361622810363770e-01,2.298582717776298523e-02,-1.451736316084861755e-03,-1.831362694501876831e-01,-2.390775829553604126e-02,1.946379840373992920e-01,1.835781037807464600e-01,1.171611901372671127e-02,1.249858438968658447e-01,-2.690961118787527084e-03,2.226203307509422302e-02,2.347837984561920166e-01,-7.396037876605987549e-02,-3.138504922389984131e-01,-2.626352384686470032e-02,3.458079397678375244e-01,1.041258051991462708e-01,-1.052337065339088440e-01,-2.025630027055740356e-01,-5.923505872488021851e-02,2.182440161705017090e-01,2.714806795120239258e-01,9.324262291193008423e-02,-1.255844831466674805e-01,2.582342326641082764e-01,1.611757576465606689e-01,-5.468568578362464905e-02,-1.245048791170120239e-01,3.287366330623626709e-01,2.162800073623657227e+00,7.990000000000000000e+02
-5.444556102156639099e-02,3.029933869838714600e-01,7.737008482217788696e-02,3.720650076866149902e-02,-1.523098051548004150e-01,6.452720263041555882e-04,1.045689359307289124e-01,1.411050856113433838e-01,1.764417290687561035e-01,1.996989995241165161e-01,1.212490722537040710e-01,-2.187450230121612549e-01,-5.166273936629295349e-02,-3.071456849575042725e-01,2.555898576974868774e-02,-1.469743549823760986e-01,-2.303171008825302124e-01,2.670547068119049072e-01,-1.538693904876708984e-01,-1.548628509044647217e-01,-5.146621167659759521e-02,1.315896678715944290e-02,2.253396809101104736e-01,-1.032003536820411682e-01,-1.350926160812377930e-01,-1.682477593421936035e-01,-1.212251558899879456e-01,-2.411324083805084229e-01,2.540017664432525635e-02,1.271885484457015991e-01,-4.041796922683715820e-01,2.348153144121170044e-01,3.548500061035156250e+00,1.048000000000000000e+03
-8.237336575984954834e-02,2.906607985496520996e-01,7.310930639505386353e-02,1.760057359933853149e-02,-1.493679583072662354e-01,-8.378995116800069809e-04,9.438233822584152222e-02,1.334008723497390747e-01,1.869650036096572876e-01,2.059765905141830444e-01,1.258174926042556763e-01,-2.145549952983856201e-01,-5.435834079980850220e-02,-3.003924190998077393e-01,2.950416877865791321e-02,-1.501711010932922363e-01,-2.571315169334411621e-01,2.738097906112670898e-01,-1.325125843286514282e-01,-1.495558619499206543e-01,-6.229422986507415771e-02,-9.088657796382904053e-03,2.191374301910400391e-01,-9.222052991390228271e-02,-1.168458685278892517e-01,-1.662622541189193726e-01,-1.240455061197280884e-01,-2.138388901948928833e-01,3.007711656391620636e-02,1.242191940546035767e-01,-4.118452966213226318e-01,2.614123821258544922e-01,3.459500074386596680e+00,9.980000000000000000e+02
2.948021590709686279e-01,7.536999136209487915e-02,1.545340418815612793e-01,2.144753634929656982e-01,-5.182454362511634827e-02,2.903400454670190811e-03,1.997808516025543213e-01,5.195838212966918945e-02,-1.532237678766250610e-01,-1.288553029298782349e-01,1.715820282697677612e-02,-1.617645770311355591e-01,-9.263988584280014038e-03,-9.262670576572418213e-02,-2.264937162399291992e-01,3.456225618720054626e-02,2.596753835678100586e-01,8.645568788051605225e-02,-3.736639916896820068e-01,-1.332240402698516846e-01,9.805767983198165894e-02,2.009980827569961548e-01,1.179093196988105774e-01,-2.396813333034515381e-01,-3.035193681716918945e-01,-1.304085403680801392e-01,1.046017929911613464e-01,-3.067469000816345215e-01,-1.461378037929534912e-01,7.431025058031082153e-02,2.876449935138225555e-02,-2.626889944076538086e-01,4.672900199890136719e+00,5.400000000000000000e+01
